Tweet_content,Sentiment score
#house #building #hospital #office #design  #architecture #PS5 #Artsakh #BBNaija #HunterBiden #HunterBidenEmailsâ€¦ https://t.co/tLPbplq9V1,0
"@L_DUBB @the_elitist Do you #need #product #packaging #design for your #business, #company #website,, #hospital, ,â€¦ https://t.co/y95wr4wtT8",0
"Do you #need #product #packaging #design for your #business, #company #website,, #hospital, , #shop and #ebayâ€¦ https://t.co/lnUGzTzyMy",0
"RT @drgalenorg: Worried about #fever? Dry cough?Tiredness?Sore throat?
Stop waiting for #medical advice on #Hospital. Consult our #familymeâ€¦",-3
RT @carlesdijous: Aspirus Wausau #Hospital staff urge people to take #COVID19 #seriously. https://t.co/bloSC919Vg,0
you shouldn't touch my hospital within the next 73 milliseconds without friendâ€™s permission. #hospital,0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"What we're really talking about is drinking #water, #hospital capacity, #congestion, stress on the local naturalâ€¦ https://t.co/598H7bzkwU",-2
"RT @NewsRajwar: The adept #team of #doctors to include the Regimental Medical #Officer  and doctors from #District #Hospital ,Handwara  werâ€¦",0
"RT @HopkinsAMP: Does more mobility mean more falls in the #Hospital 

https://t.co/mbIwadSEeB",-1
"Medical supplies available - surgical gowns, isolation gowns #hospital #medicalsupplies #trusttrihealth https://t.co/3O1pdWpCc1",0
